Reading from Channel 0,
Time (s),Voltage (V)
0.016441345,5.024414063
0.02691555,4.965820313
0.037242413,5.009765625
0.047547579,5.030273438
0.058186769,5.006835938
0.068708897,5.053710938
0.079137564,5.0390625
0.090560198,5.056640625
0.101015568,5.0625
0.11151123,5.056640625
0.129780054,4.954101563
0.140706539,4.954101563
0.151427031,5.041992188
0.162019014,4.962890625
0.17265296,4.95703125
0.183225155,5.07421875
0.193834782,4.998046875
0.204466105,4.995117188
0.215036869,4.965820313
0.225683451,4.98046875
0.23961997,4.95703125
0.25046277,4.9921875
0.261082888,4.948242188
0.271680355,5.065429688
0.282239914,5.056640625
0.292822599,4.948242188
0.303430319,5.059570313
0.313986778,5.059570313
0.324618101,5.059570313
0.335189342,4.95703125
0.348709822,4.96875
0.359455347,4.948242188
0.370092392,5.059570313
0.380699873,5.053710938
0.391269922,4.948242188
0.401856661,5.015625
0.412438393,5.056640625
0.423025608,5.053710938
0.433591843,5.05078125
0.444197178,5.041992188
0.457878828,4.954101563
0.468692064,5.041992188
0.479305744,5.00390625
0.489865065,5.041992188
0.500426054,4.962890625
0.510978699,5.05078125
0.521643162,5.041992188
0.532406569,5.041992188
0.543352604,5.000976563
0.554106712,5.07421875
0.568781614,4.95703125
0.579623699,5.041992188
0.590243578,5.059570313
0.600831509,4.948242188
0.61145997,5.024414063
0.622058868,5.024414063
0.632676125,5.056640625
0.643312931,5.041992188
0.653863668,5.059570313
0.664450645,5.024414063
0.678158045,4.948242188
0.688881159,5.041992188
0.699495316,4.995117188
0.710080624,5.056640625
0.720675707,4.948242188
0.731258154,5.036132813
0.742239952,4.989257813
0.75287199,5.059570313
0.763490915,5.059570313
0.774173021,5.059570313
0.787895679,5.05078125
0.798739433,4.95703125
0.809361458,5.015625
0.81998539,4.98046875
0.830585718,5.015625
0.841202259,4.98046875
0.851822853,5.05078125
0.862473011,4.959960938
0.873087168,5.009765625
0.883681774,5.024414063
0.897366047,4.986328125
0.908174992,5.056640625
0.918811321,5.065429688
0.929443121,5.059570313
0.940086365,4.95703125
0.950665951,4.948242188
0.961250067,5.059570313
0.97183919,5.030273438
0.982410431,5.041992188
0.993026972,5.00390625
1.006413221,5.056640625
1.017266512,4.983398438
1.028000593,5.056640625
1.038985729,5.05078125
1.049923897,5.056640625
1.060596466,5.041992188
1.071235895,4.948242188
1.081827402,5.012695313
1.092404127,5.015625
1.102990866,5.024414063
1.117751598,5.041992188
1.128609419,4.96875
1.139297962,4.965820313
1.149907827,5.059570313
1.160497904,5.059570313
1.171099424,5.059570313
1.18170619,4.95703125
1.192343712,5.000976563
1.202927113,5.05078125
1.213486195,4.965820313
1.227118731,5.065429688
1.237911463,4.95703125
1.248592615,5.047851563
1.259257555,5.041992188
1.269863129,5.015625
1.280448437,5.068359375
1.291027784,5.041992188
1.301606417,4.98046875
1.312183142,4.95703125
1.322791338,4.948242188
1.33656168,5.047851563
1.34726119,5.024414063
1.357894897,5.041992188
1.368506432,5.05078125
1.379071712,4.98046875
1.389644623,5.065429688
1.400229931,5.021484375
1.410809755,5.05078125
1.421393156,4.974609375
1.431961298,5.015625
1.445385933,4.986328125
1.45613122,5.056640625
1.466734409,5.0390625
1.477338552,5.05078125
1.487909079,5.021484375
1.498466253,4.98046875
1.509027719,5.053710938
1.519630909,4.96875
1.53041172,4.989257813
1.541352034,4.974609375
1.55587554,5.041992188
1.566713095,5.041992188
1.577387094,5.033203125
1.587974548,5.059570313
1.59856081,5.041992188
1.609121084,5.059570313
1.61976552,4.9921875
1.630350828,5.05078125
1.640942812,4.948242188
1.651551008,4.95703125
1.665472269,5.041992188
1.67633462,5.02734375
1.686974525,5.00390625
1.69761467,5.05078125
1.708198309,5.041992188
1.718798399,5.056640625
1.729398727,5.059570313
1.739975691,4.95703125
1.750547409,5.056640625
1.761154652,5.05078125
1.774598837,5.05078125
1.785392284,5.041992188
1.795996189,4.998046875
1.80657649,4.954101563
1.817148685,4.95703125
1.827766418,5.036132813
1.838341951,5.024414063
1.8489151,4.948242188
1.859483957,5.009765625
1.87004447,5.041992188
1.883177519,5.033203125
1.893868923,5.041992188
1.904464006,5.05078125
1.915025234,5.041992188
1.92564702,5.056640625
1.936259031,5.059570313
1.946853638,5.024414063
1.957434654,5.065429688
1.967991352,5.056640625
1.978573322,5.05078125
1.991824389,5.036132813
2.002522945,5.059570313
2.01312232,4.983398438
2.023706675,4.986328125
2.034425259,5.015625
2.045403004,4.962890625
2.056062222,5.059570313
2.066726923,5.059570313
2.077328205,5.05078125
2.087905884,5.056640625
2.102646351,5.041992188
2.113488197,5.041992188
2.124219656,4.986328125
2.134895563,4.98046875
2.145637989,5.059570313
2.156258106,5.041992188
2.166880608,5.053710938
2.177473545,5.041992188
2.188061237,4.95703125
2.198637247,4.95703125
2.212658167,5.059570313
2.223424196,5.015625
2.234113693,5.015625
2.244745493,5.00390625
2.255322456,5.041992188
2.265948057,5.041992188
2.276566267,4.96875
2.287152767,4.95703125
2.297737837,5.015625
2.308294296,5.056640625
2.321690321,4.962890625
2.332472324,4.96875
2.343076229,5.015625
2.353726387,5.059570313
2.364295006,4.98046875
2.374869347,4.96875
2.385432482,5.047851563
2.396021128,4.95703125
2.406597137,4.983398438
2.417170525,4.983398438
2.430372,4.962890625
2.441102743,5.05078125
2.451738834,5.00390625
2.462395906,4.995117188
2.472991467,4.9921875
2.483577967,4.9921875
2.494153738,4.95703125
2.5047369,5.065429688
2.515290737,4.986328125
2.525916815,5.059570313
2.540893555,4.971679688
2.551855326,5.00390625
2.562525511,5.059570313
2.57312274,5.024414063
2.583731651,5.071289063
2.59434557,5.056640625
2.605023146,4.954101563
2.615627527,5.056640625
2.626211643,5.053710938
2.636776924,4.986328125
2.650746107,5.05078125
2.66147542,5.009765625
2.672118187,5.033203125
2.682700872,5.041992188
2.693254232,4.95703125
2.703835011,5.00390625
2.714408636,5.059570313
2.72501421,4.971679688
2.735595226,5.05078125
2.746160269,4.95703125
2.759594679,4.954101563
2.770430565,4.977539063
2.781037569,5.015625
2.791624784,5.0625
2.802198887,4.962890625
2.812778473,5.024414063
2.823416471,5.059570313
2.833983898,4.98046875
2.844551563,5.056640625
2.85515666,5.041992188
2.868870974,5.030273438
2.879640341,4.98046875
2.890240669,4.995117188
2.900828362,4.986328125
2.911465406,5.059570313
2.92210865,4.995117188
2.932684898,5.00390625
2.943263054,4.995117188
2.953846216,5.05078125
2.964405298,5.059570313
2.978051662,5.05078125
2.988893986,4.948242188
2.999510765,5.059570313
3.010101795,5.053710938
3.02071166,5.006835938
3.031605721,5.053710938
3.042834759,4.954101563
3.053467512,4.95703125
3.064056873,5.015625
3.074679852,4.95703125
3.089377642,5.056640625
3.100162029,5.07421875
3.110841513,5.068359375
3.121469021,5.05078125
3.132077694,4.948242188
3.142687559,5.059570313
3.153280973,5.018554688
3.1638515,5.056640625
3.174447298,5.024414063
3.18501997,5.053710938
3.198626041,5.059570313
3.209356546,4.959960938
3.21999836,5.059570313
3.230582952,5.059570313
3.241169691,5.05078125
3.251774549,5.047851563
3.262438536,4.98046875
3.27303195,5.068359375
3.283625841,4.95703125
3.294195175,5.041992188
3.307774544,5.05078125
3.318482399,4.995117188
3.329120159,4.954101563
3.33971715,5.059570313
3.350310564,5.05078125
3.360883713,5.041992188
3.371533394,5.041992188
3.382121801,5.059570313
3.39268589,4.98046875
3.403249979,5.041992188
3.41656208,4.98046875
3.427296877,5.059570313
3.437935591,5.021484375
3.448534012,5.041992188
3.459109783,5.065429688
3.469708204,5.041992188
3.480275631,5.0625
3.490849733,4.965820313
3.501427412,4.954101563
3.51198554,4.954101563
3.525159597,5.015625
3.536134005,4.98046875
3.547071457,4.9921875
3.557799816,4.95703125
3.568384647,4.95703125
3.579013109,5.000976563
3.589627266,4.96875
3.600221872,5.056640625
3.610792637,4.971679688
3.621379137,5.065429688
3.635907412,4.95703125
3.6467278,5.0390625
3.657430887,4.98046875
3.668103218,4.95703125
3.678720236,5.000976563
3.689357996,5.05078125
3.699990988,5.059570313
3.710592747,4.95703125
3.721220255,5.056640625
3.731836319,4.95703125
3.745770216,4.95703125
3.75651598,4.95703125
3.767153978,5.059570313
3.777787924,4.965820313
3.788384199,5.000976563
3.798989773,5.033203125
3.809750557,5.059570313
3.820403337,5.015625
3.830982208,4.95703125
3.84159112,5.041992188
3.854949474,5.05078125
3.865677357,5.059570313
3.876290321,4.95703125
3.886863232,5.021484375
3.897438765,5.0625
3.908029795,5.05078125
3.918606281,4.95703125
3.929197311,5.0390625
3.939786434,5.05078125
3.95045495,4.96875
3.963857651,4.96875
3.974534273,4.95703125
3.98513031,5.059570313
3.995718718,5.056640625
4.00628233,4.986328125
4.016878128,5.05078125
4.027652979,5.059570313
4.038664579,5.024414063
4.049514771,5.0625
4.060222149,4.95703125
4.075119972,4.98046875
4.085944653,4.98046875
4.096576691,4.95703125
4.107239246,5.068359375
4.117893457,4.95703125
4.128516912,4.962890625
4.139144182,5.056640625
4.149736166,5.059570313
4.160307407,5.059570313
4.170896292,5.059570313
4.184816837,5.041992188
4.195524454,5.05078125
4.20613265,5.059570313
4.216714621,4.96875
4.227299213,5.05078125
4.237905741,5.056640625
4.248510361,5.059570313
4.259100199,4.98046875
4.269708872,5.024414063
4.280300856,5.041992188
4.293580055,5.0625
4.304282427,5.05078125
4.314878941,5.015625
4.325486183,4.948242188
4.336063862,4.974609375
4.346620798,4.9921875
4.357194185,5.059570313
4.367775679,4.962890625
4.378360271,5.059570313
4.388930798,5.041992188
4.402030468,4.96875
4.412726879,5.059570313
4.42335248,5.056640625
4.43402648,4.962890625
4.444607258,5.056640625
4.455196857,4.962890625
4.465871334,4.98046875
4.476504326,5.056640625
4.487095356,5.056640625
4.49768424,5.059570313
4.511027575,4.95703125
4.521809578,5.00390625
4.532592058,4.95703125
4.54354763,4.974609375
4.554168463,5.056640625
4.564797878,5.05078125
4.575460196,4.974609375
4.586043358,4.986328125
4.596632481,5.059570313
4.607212782,5.053710938
4.621760607,4.96875
4.632610559,4.954101563
4.643283606,5.05078125
4.653886795,5.059570313
4.664457798,5.0390625
4.675048351,5.036132813
4.685732365,5.059570313
4.696308851,4.998046875
4.70688796,4.962890625
4.71747613,5.053710938
4.730990171,5.0390625
4.741872787,5.041992188
4.752509117,4.95703125
4.763111353,5.05078125
4.77374053,4.948242188
4.784333706,4.95703125
4.794926167,5.033203125
4.805576801,4.948242188
4.816179991,5.00390625
4.826788425,5.05078125
4.840336561,5.05078125
4.851038694,5.00390625
4.861736536,5.059570313
4.872402191,5.056640625
4.883013725,4.98046875
4.893602848,5.041992188
4.904201031,4.965820313
4.914758921,4.98046875
4.925346613,5.05078125
4.935915947,5.056640625
4.94937706,5.041992188
4.96015811,5.021484375
4.9707973,4.95703125
4.981380939,5.041992188
4.991958141,5.059570313
5.002537966,4.98046875
5.013103247,5.056640625
5.023735285,5.041992188
5.034551144,5.015625
5.04547143,5.009765625
5.060051203,5.041992188
5.070898056,5.000976563
5.081653357,5.056640625
5.092281103,5.036132813
5.102903605,5.0390625
5.113633394,5.041992188
5.124273062,4.95703125
5.134887934,4.962890625
5.145560741,5.041992188
5.156155825,5.059570313
5.170009613,4.954101563
5.18078661,5.00390625
5.19141984,5.053710938
5.202008247,5.059570313
5.212589502,5.041992188
5.223178864,4.9921875
5.233787298,5.047851563
5.244389057,4.98046875
5.254980087,5.05078125
5.265629292,4.974609375
5.279173851,4.954101563
5.289884567,5.053710938
5.300499201,5.033203125
5.311089993,4.95703125
5.321714878,5.056640625
5.332294703,4.95703125
5.342905283,4.95703125
5.35353899,5.059570313
5.364137888,5.05078125
5.37473011,4.96875
5.388144493,4.959960938
5.398856878,5.047851563
5.409481525,5.059570313
5.420084715,5.041992188
5.430682421,5.021484375
5.441278219,5.015625
5.451871634,4.95703125
5.462454557,5.065429688
5.473056078,4.965820313
5.483645439,4.98046875
5.496842623,5.009765625
5.507587671,5.0390625
5.518193007,5.041992188
5.528914928,5.041992188
5.540017843,5.05078125
5.550730467,5.030273438
5.561352491,5.033203125
5.571967125,5.059570313
5.582547426,5.05078125
5.593112946,4.962890625
5.607528925,5.047851563
5.618336439,5.056640625
5.629024982,5.056640625
5.639633656,4.986328125
5.650212288,5.030273438
5.660820484,5.05078125
5.671534538,5.056640625
5.682136536,5.05078125
5.692727566,5.015625
5.703292847,4.98046875
5.717126608,5.02734375
5.727885962,5.0625
5.738521338,4.95703125
5.749124527,5.068359375
5.759739161,5.030273438
5.770408869,5.05078125
5.781038523,5.059570313
5.791704655,5.059570313
5.802292347,4.965820313
5.812874079,5.05078125
5.826244116,5.041992188
5.837078094,5.059570313
5.847693682,5.041992188
5.858279467,4.962890625
5.86883831,5.015625
5.879585266,4.95703125
5.890168428,5.036132813
5.900728226,5.05078125
5.91130352,5.059570313
5.921903849,5.018554688
5.934951067,5.05078125
5.945826054,5.021484375
5.956438303,5.059570313
5.967018127,5.059570313
5.977611542,4.9921875
5.988174915,4.95703125
5.99874711,5.009765625
6.009335279,5.059570313
6.019941092,5.041992188
6.030676126,5.036132813
6.045601368,5.015625
6.056423187,4.98046875
6.067106247,5.065429688
6.077790737,5.07421875
6.088382483,4.95703125
6.099014282,5.024414063
6.109768629,5.059570313
6.120401382,4.95703125
6.130979776,5.056640625
6.141604424,4.95703125
6.155609131,4.954101563
6.166372299,5.021484375
6.177028179,5.059570313
6.187628984,5.024414063
6.19820118,5.059570313
6.208781004,5.068359375
6.219449282,5.059570313
6.230053186,4.974609375
6.240641832,5.036132813
6.251213074,5.015625
6.26508832,5.041992188
6.275834799,4.98046875
6.286441326,5.059570313
6.297027588,5.059570313
6.307612896,4.98046875
6.31819129,5.006835938
6.328805447,4.962890625
6.33944869,5.059570313
6.350029945,5.059570313
6.360595703,4.95703125
6.373891115,5.05078125
6.384635687,5.056640625
6.395226479,4.98046875
6.405812025,5.021484375
6.416394472,5.05078125
6.42699337,5.05078125
6.437653303,5.065429688
6.448227167,4.98046875
6.458793163,5.059570313
6.469430923,4.995117188
6.482663631,5.068359375
6.493338585,4.95703125
6.503942013,4.95703125
6.514522076,4.98046875
6.525084972,5.0625
6.536007404,5.065429688
6.546994448,5.059570313
6.55774641,5.05078125
6.568366766,4.96875
6.579125166,5.041992188
6.593752861,4.965820313
6.604583263,5.059570313
6.615320206,5.05078125
6.626098871,5.041992188
6.636665106,5.036132813
6.647284031,5.024414063
6.657890081,4.96875
6.66849947,5.024414063
6.679091454,4.986328125
6.68971467,5.0625
6.703356504,5.030273438
6.714164019,5.05078125
6.72479701,4.959960938
6.735356331,5.015625
6.746012688,5.059570313
6.756603479,5.041992188
6.767246962,4.95703125
6.777856827,5.059570313
6.788440704,5.041992188
6.799021482,5.05078125
6.812602997,5.059570313
6.823320627,4.962890625
6.83397007,4.96875
6.844574451,4.983398438
6.855143309,4.962890625
6.865749121,5.009765625
6.876434565,5.059570313
6.887032986,4.983398438
6.897604465,5.059570313
6.908168793,5.05078125
6.921589851,4.96875
6.932356119,5.059570313
6.942956924,4.983398438
6.953608751,5.059570313
6.96418643,4.948242188
6.974775553,4.989257813
6.985346556,4.954101563
6.995923281,5.009765625
7.006483793,5.059570313
7.017038345,5.059570313
7.03199482,5.009765625
7.04300189,4.95703125
7.053682804,4.95703125
7.064376116,4.983398438
7.07510376,5.021484375
7.085721016,5.065429688
7.096351624,5.030273438
7.106969833,4.965820313
7.117645264,5.00390625
7.128307343,5.009765625
7.142786503,5.068359375
7.153721094,5.036132813
7.164368629,5.059570313
7.174974203,5.033203125
7.185622692,5.059570313
7.196222305,5.00390625
7.206817627,5.059570313
7.217405558,5.041992188
7.2280128,4.971679688
7.238600016,4.95703125
7.252142429,5.056640625
7.262998343,5.0625
7.273801327,5.05078125
7.284384727,4.98046875
7.294968128,5.0390625
7.305608988,4.96875
7.316219807,5.056640625
7.326829195,4.95703125
7.337398291,5.053710938
7.347999811,5.009765625
7.361599445,5.07421875
7.372338295,4.95703125
7.382956505,5.015625
7.393601656,4.954101563
7.404168844,5.05078125
7.414724588,5.056640625
7.425577164,5.00390625
7.436151981,4.95703125
7.446722746,5.056640625
7.457279205,5.05078125
7.470628738,4.98046875
7.481405735,5.024414063
7.492000341,5.05078125
7.502570152,5.024414063
7.51312685,5.053710938
7.523716927,5.059570313
7.534489632,5.041992188
7.545444965,5.059570313
7.556107044,4.995117188
7.566680193,5.047851563
7.581357002,5.053710938
7.592217684,5.00390625
7.602888584,5.059570313
7.613569736,4.974609375
7.624198914,4.95703125
7.63478303,5.033203125
7.645429134,4.971679688
7.65601325,4.98046875
7.666609287,4.95703125
7.677279711,5.056640625
7.691058874,5.056640625
7.701826811,5.036132813
7.712457895,5.00390625
7.723078251,5.059570313
7.733725071,5.041992188
7.744399786,5.059570313
7.755002737,4.971679688
7.765583038,4.95703125
7.776208162,5.05078125
7.786791563,5.059570313
7.800202847,4.983398438
7.810915232,5.047851563
7.821608305,4.98046875
7.832201958,4.9921875
7.842786074,4.962890625
7.853348732,4.986328125
7.863927603,5.059570313
7.8745296,4.971679688
7.885112047,4.96875
7.895687819,4.98046875
7.908866644,4.965820313
7.919641018,5.024414063
7.930260897,5.059570313
7.940848112,4.95703125
7.951430321,5.0390625
7.962033272,4.977539063
7.972648382,5.015625
7.983231544,5.059570313
7.993813753,5.059570313
8.004381895,5.018554688
8.017523766,5.056640625
8.028398275,5.056640625
8.039512396,4.959960938
8.05028367,4.95703125
8.060886145,5.059570313
8.071588039,5.015625
8.08232975,5.05078125
8.092980623,5.041992188
8.103580236,4.995117188
8.114231348,4.95703125
8.1291821,4.948242188
8.140080214,4.954101563
8.150748968,4.954101563
8.161326647,5.059570313
8.171946526,4.954101563
8.182517767,5.056640625
8.193088055,5.041992188
8.203670263,5.05078125
8.214221478,5.033203125
8.224822998,5.05078125
8.238391638,5.00390625
8.249207973,5.036132813
8.259805679,5.041992188
8.270411015,4.96875
8.280995846,5.05078125
8.291561127,5.059570313
8.30214262,5.059570313
8.312707901,5.041992188
8.323290586,5.041992188
8.333886862,4.948242188
8.346998453,5.056640625
8.35788846,4.983398438
8.368469954,4.96875
8.379066229,5.05078125
8.38963151,5.015625
8.400202274,5.068359375
8.410764933,5.05078125
8.421348095,4.98046875
8.431925774,5.05078125
8.442495823,5.05078125
8.455603123,4.95703125
8.466299534,5.030273438
8.476988316,4.962890625
8.487586021,5.024414063
8.498160362,5.0390625
8.508719921,4.986328125
8.51929903,5.05078125
8.530136824,4.983398438
8.54113555,5.021484375
8.551860094,5.05078125
8.566404819,4.965820313
8.577211142,5.056640625
8.587883472,4.98046875
8.598492861,5.056640625
8.609087467,5.041992188
8.619701385,4.965820313
8.630294561,4.974609375
8.640903473,5.056640625
8.651483774,4.95703125
8.662050247,4.989257813
8.675751209,4.995117188
8.686437368,5.056640625
8.69704318,5.015625
8.70761919,5.021484375
8.718192339,4.98046875
8.728781939,5.047851563
8.739365101,4.995117188
8.749999046,5.009765625
8.760592699,5.056640625
8.771241188,4.959960938
8.784625769,5.024414063
8.795300245,5.068359375
8.805972338,5.056640625
8.816552877,5.05078125
8.827152014,5.00390625
8.837738991,5.07421875
8.848330736,4.995117188
8.858882189,4.98046875
8.869465113,5.000976563
8.880145311,5.05078125
8.893468857,5.041992188
8.904152393,5.059570313
8.914742708,5.021484375
8.925334692,5.041992188
8.93590641,4.9921875
8.946488857,5.068359375
8.957086325,5.0390625
8.967660666,5.068359375
8.978263617,5.0625
8.988844633,4.95703125
9.001861095,4.96875
9.012586117,5.024414063
9.023213863,5.041992188
9.033962011,5.02734375
9.044899702,4.95703125
9.055544853,5.00390625
9.066194773,5.041992188
9.076793194,5.056640625
9.087462902,5.00390625
9.09807229,5.056640625
9.112670422,5.015625
9.123528004,4.965820313
9.134158611,4.965820313
9.144752979,4.95703125
9.155329227,5.024414063
9.165997744,5.056640625
9.176632166,5.036132813
9.187212229,5.056640625
9.197788239,5.041992188
9.20835638,4.995117188
9.222030163,4.95703125
9.232777834,4.9921875
9.24343729,5.006835938
9.254020452,5.05078125
9.26459384,5.015625
9.275247335,5.041992188
9.285910368,5.059570313
9.296517611,4.95703125
9.307083607,5.041992188
9.317723751,4.983398438
9.331142902,4.951171875
9.341818571,4.95703125
9.352415562,5.05078125
9.363013029,5.056640625
9.373618841,5.018554688
9.384188414,4.948242188
9.394783497,5.015625
9.405347824,5.041992188
9.415922403,5.05078125
9.42649889,5.059570313
9.439837694,5.059570313
9.450576782,5.065429688
9.461169243,5.056640625
9.471777916,5.059570313
9.48235321,5.000976563
9.492927313,5.059570313
9.503487587,5.05078125
9.514044046,5.059570313
9.524644852,4.948242188
9.535501242,5.024414063
9.550291061,5.041992188
9.561070442,4.983398438
9.571761847,4.95703125
9.582407713,5.030273438
9.592967272,5.041992188
9.603616714,5.059570313
9.61421752,4.95703125
9.624815702,5.0390625
9.635466576,5.041992188
9.646045923,5.07421875
9.659735441,5.00390625
9.670469522,5.056640625
9.681150198,5.059570313
9.691749811,5.059570313
9.702321053,5.015625
9.712886333,5.068359375
9.723489285,4.986328125
9.734079838,5.036132813
9.744657993,4.95703125
9.755237818,4.954101563
9.768939734,5.065429688
9.779703379,4.95703125
9.79033947,4.98046875
9.800920486,5.053710938
9.811485529,4.974609375
9.822085381,5.068359375
9.832680941,5.0390625
9.843259573,5.024414063
9.853811502,5.059570313
9.864360571,4.95703125
9.877607584,5.00390625
9.888435364,5.047851563
9.8990345,5.041992188
9.909608364,5.05078125
9.92019105,5.041992188
9.930763721,5.05078125
9.941335678,5.059570313
9.951905489,4.954101563
9.962494135,4.995117188
9.973072767,5.059570313
9.986165524,5.024414063
9.996837854,5.021484375
10.00744176,5.056640625
10.0180409,5.056640625
10.02882624,4.962890625
10.03992128,4.9921875
10.05075884,5.059570313
10.06139445,5.059570313
10.07202387,5.00390625
10.08268738,4.95703125
10.09764695,5.012695313
10.10851717,5.041992188
10.11918926,5.059570313
10.12981081,4.954101563
10.14043307,5.033203125
10.15103292,5.047851563
10.16161799,5.05078125
10.17224884,5.059570313
10.18281531,4.962890625
10.19338679,4.948242188
10.20704055,5.036132813
10.21782207,5.056640625
10.22847939,5.059570313
10.23908353,5.059570313
10.24973726,4.98046875
10.26030254,4.95703125
10.27089977,5.059570313
10.28147483,5.00390625
10.29203415,5.009765625
10.30259061,5.05078125
10.31588173,5.012695313
10.32671309,5.05078125
10.33731985,5.024414063
10.34790349,5.024414063
10.35849237,4.989257813
10.36906075,4.95703125
10.37966609,5.059570313
10.3902986,4.95703125
10.40085387,5.05078125
10.41142917,5.056640625
10.42462444,4.95703125
10.43543649,5.053710938
10.44604373,5.056640625
10.45660615,5.041992188
10.46716881,5.036132813
10.47777438,5.059570313
10.48843598,5.059570313
10.49900699,5.059570313
10.50958562,5.059570313
10.5201385,5.05078125
10.53474069,4.995117188
10.54576635,5.041992188
10.55646253,5.056640625
10.56705475,5.009765625
10.57771921,5.059570313
10.58836818,5.024414063
10.59900522,5.00390625
10.6095922,5.065429688
10.62020755,5.05078125
10.63083577,5.056640625
10.64473009,5.053710938
10.6554749,5.059570313
10.66607738,4.95703125
10.67669535,5.041992188
10.68729925,4.974609375
10.69789577,4.989257813
10.70847583,5.024414063
10.71904874,4.95703125
10.72963667,5.056640625
10.74023604,5.059570313
10.75354385,5.05078125
10.76440883,5.059570313
10.77508926,5.059570313
10.7857337,5.024414063
10.79631662,5.059570313
10.80688167,5.059570313
10.81748462,4.95703125
10.82809615,5.015625
10.83869195,5.041992188
10.8492527,5.047851563
10.86235213,4.95703125
10.8731184,5.00390625
10.88379312,5.056640625
10.89438868,5.05078125
10.9049933,5.059570313
10.91555214,5.071289063
10.92616534,4.954101563
10.93674922,4.95703125
10.94734883,4.983398438
10.95800233,4.954101563