frame_no,timestamp,size_px-darkorange,position_px_x-darkorange,position_px_y-darkorange,rx-darkorange,ry-darkorange,vx-darkorange,vy-darkorange,ax-darkorange,ay-darkorange,size_px-green,position_px_x-green,position_px_y-green,rx-green,ry-green,vx-green,vy-green,ax-green,ay-green,size_px-hotpink,position_px_x-hotpink,position_px_y-hotpink,rx-hotpink,ry-hotpink,vx-hotpink,vy-hotpink,ax-hotpink,ay-hotpink,size_px-yellowneon,position_px_x-yellowneon,position_px_y-yellowneon,rx-yellowneon,ry-yellowneon,vx-yellowneon,vy-yellowneon,ax-yellowneon,ay-yellowneon
501,70231.9,8,982,122,,,,,,,9,967,284,,,,,,,6,805,269,,,,,,,,,,,,,,,
502,70271.8,8,975,123,,,,,,,9,972,286,,,,,,,6,811,284,,,,,,,,,,,,,,,
503,70396.0,8,954,133,,,,,,,9,987,292,,,,,,,6,827,324,,,,,,,,,,,,,,,
504,70479.7,8,937,142,,,,,,,9,985,298,,,,,,,7,829,345,,,,,,,,,,,,,,,
505,70520.0,8,928,147,,,,,,,9,982,300,,,,,,,7,828,354,,,,,,,,,,,,,,,
506,70812.9,7,864,190,,,,,,,9,960,321,,,,,,,7,828,417,,,,,,,,,,,,,,,
507,70895.6,7,846,204,,,,,,,9,953,327,,,,,,,7,830,433,,,,,,,,,,,,,,,
508,71020.2,7,820,230,,,,,,,9,943,339,,,,,,,7,833,459,,,,,,,,,,,,,,,
509,71232.7,7,780,277,,,,,,,10,922,357,,,,,,,7,841,497,,,,,,,,,,,,,,,
510,71311.8,7,766,298,,,,,,,9,915,367,,,,,,,7,845,513,,,,,,,,,,,,,,,
511,71356.5,7,759,310,,,,,,,9,911,372,,,,,,,7,847,521,,,,,,,,,,,,,,,
512,72153.0,6,678,564,,,,,,,8,829,503,,,,,,,,,,,,,,,,,,,,,,,,
513,72227.7,6,676,598,,,,,,,8,822,524,,,,,,,,,,,,,,,,,,,,,,,,
514,72440.0,6,678,681,,,,,,,8,805,580,,,,,,,,,,,,,,,,,,,,,,,,
515,72481.0,5,680,699,,,,,,,7,802,592,,,,,,,,,,,,,,,,,,,,,,,,
516,72521.2,5,681,716,,,,,,,7,800,604,,,,,,,,,,,,,,,,,,,,,,,,
517,72644.3,5,689,772,,,,,,,7,792,645,,,,,,,,,,,,,,,,,,,,,,,,
518,72896.6,5,715,888,,,,,,,7,786,738,,,,,,,,,,,,,,,,,,,,,,,,
519,73148.7,7,754,975,,,,,,,9,756,807,,,,,,,5,919,815,,,,,,,,,,,,,,,
520,73521.4,8,794,981,,,,,,,9,727,827,,,,,,,5,877,765,,,,,,,,,,,,,,,
521,73687.7,8,802,969,,,,,,,9,727,819,,,,,,,5,872,748,,,,,,,,,,,,,,,
522,73771.6,8,808,966,,,,,,,9,728,818,,,,,,,5,871,744,,,,,,,,,,,,,,,
523,73855.5,8,813,963,,,,,,,9,730,818,,,,,,,5,871,739,,,,,,,,,,,,,,,
524,74064.9,8,827,958,,,,,,,8,737,815,,,,,,,,,,,,,,,,,,,,,,,,
525,74312.9,8,829,949,,,,,,,9,749,802,,,,,,,5,892,727,,,,,,,,,,,,,,,
526,74361.2,8,830,948,,,,,,,9,751,800,,,,,,,,,,,,,,,,,,,,,,,,
527,74398.1,8,831,949,,,,,,,9,754,799,,,,,,,,,,,,,,,,,,,,,,,,
528,74520.4,8,835,949,,,,,,,9,765,797,,,,,,,,,,,,,,,,,,,,,,,,
529,74643.9,8,838,949,,,,,,,9,773,795,,,,,,,,,,,,,,,,,,,,,,,,
530,74768.5,8,831,950,,,,,,,9,777,791,,,,,,,,,,,,,,,,,,,,,,,,
531,74812.0,8,830,948,,,,,,,8,777,790,,,,,,,,,,,,,,,,,,,,,,,,
532,74895.8,8,831,938,,,,,,,8,764,785,,,,,,,,,,,,,,,,,,,,,,,,
533,75312.9,7,834,853,,,,,,,8,693,765,,,,,,,,,,,,,,,,,,,,,,,,
534,75395.8,7,837,833,,,,,,,9,686,764,,,,,,,,,,,,,,,,,,,,,,,,
535,75604.7,7,843,780,,,,,,,9,680,759,,,,,,,6,701,599,,,,,,,,,,,,,,,
536,75687.6,7,845,758,,,,,,,8,681,757,,,,,,,6,682,596,,,,,,,,,,,,,,,
537,75852.0,6,848,711,,,,,,,9,689,749,,,,,,,7,651,592,,,,,,,,,,,,,,,
538,76104.7,6,846,642,,,,,,,8,711,733,,,,,,,8,621,599,,,,,,,,,,,,,,,
539,76151.4,6,845,630,,,,,,,8,716,729,,,,,,,7,618,601,,,,,,,,,,,,,,,
540,76272.5,7,840,596,,,,,,,9,731,717,,,,,,,7,611,608,,,,,,,,,,,,,,,
541,76436.2,7,829,553,,,,,,,8,753,696,,,,,,,7,611,619,,,,,,,,,,,,,,,
542,76519.7,7,823,532,,,,,,,8,765,684,,,,,,,7,615,624,,,,,,,,,,,,,,,
543,76768.9,8,799,480,,,,,,,8,798,641,,,,,,,7,637,638,,,,,,,,,,,,,,,
544,76813.4,7,794,472,,,,,,,8,803,634,,,,,,,7,642,640,,,,,,,,,,,,,,,
545,76853.6,8,790,466,,,,,,,8,808,626,,,,,,,7,648,642,,,,,,,,,,,,,,,
546,76976.2,8,775,447,,,,,,,8,822,602,,,,,,,6,667,647,,,,,,,,,,,,,,,
547,77268.9,8,739,421,,,,,,,9,846,544,,,,,,,6,723,647,,,,,,,,,,,,,,,
548,77604.8,8,706,422,,,,,,,8,858,482,,,,,,,,,,,,,,,,,,,,,,,,
549,77768.9,8,696,434,,,,,,,9,859,457,,,,,,,5,836,615,,,,,,,,,,,,,,,
550,77937.0,8,694,453,,,,,,,9,857,438,,,,,,,6,872,598,,,,,,,,,,,,,,,
551,78269.0,8,712,508,,,,,,,9,850,422,,,,,,,6,938,557,,,,,,,,,,,,,,,
552,78391.8,7,728,533,,,,,,,9,849,423,,,,,,,6,959,542,,,,,,,,,,,,,,,
553,78520.2,7,750,560,,,,,,,8,849,430,,,,,,,7,979,529,,,,,,,,,,,,,,,
554,78644.0,7,754,586,,,,,,,9,837,446,,,,,,,7,977,528,,,,,,,,,,,,,,,
555,78812.7,7,754,625,,,,,,,9,815,474,,,,,,,7,966,536,,,,,,,,,,,,,,,
556,78864.0,7,754,635,,,,,,,8,810,482,,,,,,,7,963,538,,,,,,,,,,,,,,,
557,79104.8,7,766,695,,,,,,,8,788,533,,,,,,,6,950,558,,,,,,,,,,,,,,,
558,79227.6,7,776,726,,,,,,,9,781,562,,,,,,,6,945,571,,,,,,,,,,,,,,,
559,79311.6,7,784,747,,,,,,,8,778,584,,,,,,,6,942,581,,,,,,,,,,,,,,,
560,79728.9,8,833,857,,,,,,,8,776,700,,,,,,,,,,,,,,,,,,,,,,,,
561,80017.0,8,823,922,,,,,,,8,756,768,,,,,,,,,,,,,,,,,,,,,,,,
562,80060.8,8,822,932,,,,,,,9,755,778,,,,,,,,,,,,,,,,,,,,,,,,
563,80100.3,8,822,942,,,,,,,8,753,788,,,,,,,,,,,,,,,,,,,,,,,,
564,80269.0,7,822,985,,,,,,,8,748,834,,,,,,,,,,,,,,,,,,,,,,,,
565,80436.6,8,818,986,,,,,,,8,757,829,,,,,,,5,908,773,,,,,,,,,,,,,,,
566,80515.9,8,816,976,,,,,,,9,765,817,,,,,,,5,921,770,,,,,,,,,,,,,,,
567,80725.1,8,815,955,,,,,,,8,792,790,,,,,,,,,,,,,,,,,,,,,,,,
568,80775.4,8,816,951,,,,,,,9,800,785,,,,,,,5,963,774,,,,,,,,,,,,,,,
569,80891.9,8,820,940,,,,,,,8,821,774,,,,,,,,,,,,,,,,,,,,,,,,
570,80975.8,8,823,940,,,,,,,9,825,773,,,,,,,6,991,781,,,,,,,,,,,,,,,
571,81015.9,8,826,942,,,,,,,9,823,775,,,,,,,6,987,778,,,,,,,,,,,,,,,
572,81185.0,8,829,950,,,,,,,9,817,784,,,,,,,5,981,776,,,,,,,,,,,,,,,
573,81308.3,8,827,955,,,,,,,9,816,789,,,,,,,6,979,783,,,,,,,,,,,,,,,
574,81352.2,8,826,957,,,,,,,9,816,790,,,,,,,6,979,785,,,,,,,,,,,,,,,
575,81517.2,8,825,968,,,,,,,9,817,801,,,,,,,6,980,797,,,,,,,,,,,,,,,
576,81769.2,8,830,990,,,,,,,9,825,823,,,,,,,6,989,822,,,,,,,,,,,,,,,
577,81891.8,8,831,1004,,,,,,,9,829,836,,,,,,,7,994,839,,,,,,,,,,,,,,,
578,82060.9,8,832,1001,,,,,,,9,829,834,,,,,,,7,992,835,,,,,,,,,,,,,,,
579,82103.9,8,833,1001,,,,,,,9,828,834,,,,,,,7,992,834,,,,,,,,,,,,,,,
580,82145.3,8,833,1001,,,,,,,9,828,834,,,,,,,7,992,834,,,,,,,,,,,,,,,
581,82309.0,8,832,1001,,,,,,,9,828,835,,,,,,,7,993,836,,,,,,,,,,,,,,,
582,82476.9,8,833,1005,,,,,,,9,829,838,,,,,,,7,994,839,,,,,,,,,,,,,,,
583,82517.1,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
584,82599.8,8,833,1004,,,,,,,9,829,836,,,,,,,7,992,837,,,,,,,,,,,,,,,
585,82893.0,8,833,1005,,,,,,,9,829,838,,,,,,,7,994,840,,,,,,,,,,,,,,,
586,83144.7,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
587,83352.8,8,832,1004,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
588,83393.2,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
589,83475.7,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,840,,,,,,,,,,,,,,,
590,83515.9,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
591,83725.0,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
592,84144.9,8,833,1004,,,,,,,8,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
593,84268.1,8,832,1004,,,,,,,9,828,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
594,84601.2,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
595,84808.1,8,831,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
596,85017.1,8,833,1005,,,,,,,9,829,838,,,,,,,7,993,838,,,,,,,,,,,,,,,
597,85140.2,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
598,85184.0,8,832,1004,,,,,,,9,829,836,,,,,,,7,994,839,,,,,,,,,,,,,,,
599,85349.1,8,832,1005,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
600,85392.5,8,833,1005,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
601,85516.8,8,833,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
602,85599.8,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
603,85852.1,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
604,85931.9,8,833,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
605,85975.7,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
606,86059.9,8,833,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
607,86100.3,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
608,86140.4,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
609,86769.6,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,840,,,,,,,,,,,,,,,
610,86810.2,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,840,,,,,,,,,,,,,,,
611,87057.1,8,833,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
612,87139.8,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
613,87183.8,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,840,,,,,,,,,,,,,,,
614,87224.1,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,840,,,,,,,,,,,,,,,
615,87307.9,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
616,87348.4,8,833,1005,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
617,87600.9,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
618,87640.9,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
619,87723.7,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,840,,,,,,,,,,,,,,,
620,87848.0,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
621,87972.3,8,833,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
622,88225.0,8,832,1005,,,,,,,9,828,837,,,,,,,7,994,840,,,,,,,,,,,,,,,
623,88347.8,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
624,88641.1,8,832,1005,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
625,88683.4,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,840,,,,,,,,,,,,,,,
626,88889.1,8,833,1004,,,,,,,9,829,837,,,,,,,7,994,838,,,,,,,,,,,,,,,
627,88932.6,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
628,88987.2,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
629,89016.1,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
630,89057.6,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
631,89308.8,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
632,89431.9,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
633,89515.7,8,831,1004,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
634,89556.2,8,831,1004,,,,,,,9,829,837,,,,,,,7,993,840,,,,,,,,,,,,,,,
635,89596.2,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,840,,,,,,,,,,,,,,,
636,89640.2,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
637,89723.7,8,833,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
638,89763.9,8,833,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
639,89847.7,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
640,89888.0,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
641,89971.8,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
642,90265.0,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
643,90897.1,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
644,91309.0,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
645,91349.1,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
646,91471.9,8,833,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
647,91765.0,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
648,91805.2,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
649,91887.8,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
650,91971.9,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
651,92012.1,8,831,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
652,92348.9,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
653,92557.0,8,833,1005,,,,,,,9,828,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
654,92721.4,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
655,92889.0,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
656,93012.0,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
657,93140.1,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
658,93180.4,8,833,1004,,,,,,,9,829,836,,,,,,,7,993,837,,,,,,,,,,,,,,,
659,93263.8,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
660,93557.1,8,833,1004,,,,,,,9,829,838,,,,,,,7,993,838,,,,,,,,,,,,,,,
661,93598.8,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
662,93679.8,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
663,93723.7,8,832,1004,,,,,,,10,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
664,93803.9,8,832,1004,,,,,,,9,830,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
665,93973.0,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
666,94016.8,8,833,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
667,94140.1,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
668,94557.0,8,832,1004,,,,,,,9,829,836,,,,,,,7,992,839,,,,,,,,,,,,,,,
669,94636.0,8,831,1005,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
670,94764.6,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
671,94973.0,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
672,95014.8,8,831,1004,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
673,95059.9,8,832,1005,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
674,95345.4,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
675,95428.1,8,832,1005,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
676,96061.2,8,832,1005,,,,,,,9,828,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
677,96097.7,8,833,1005,,,,,,,9,828,837,,,,,,,7,992,839,,,,,,,,,,,,,,,
678,96141.7,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
679,96304.3,8,832,1004,,,,,,,9,829,836,,,,,,,7,994,839,,,,,,,,,,,,,,,
680,96428.0,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
681,96641.0,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
682,96848.9,8,833,1005,,,,,,,9,829,837,,,,,,,7,994,838,,,,,,,,,,,,,,,
683,96928.0,8,833,1005,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
684,97012.0,8,832,1005,,,,,,,9,828,838,,,,,,,7,994,839,,,,,,,,,,,,,,,
685,97052.2,8,832,1005,,,,,,,9,828,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
686,97135.9,8,832,1005,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
687,97305.1,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
688,97345.3,8,833,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
689,97596.1,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
690,97845.5,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
691,98053.2,8,833,1004,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
692,98097.4,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
693,98136.2,8,832,1005,,,,,,,9,828,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
694,98180.1,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
695,98220.2,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
696,98725.6,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
697,98844.0,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
698,99137.1,8,832,1005,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
699,99429.1,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
700,99511.9,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
701,99761.3,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
702,99804.8,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,838,,,,,,,,,,,,,,,
703,99928.4,8,832,1005,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
704,99968.7,8,832,1005,,,,,,,9,829,838,,,,,,,7,993,839,,,,,,,,,,,,,,,
705,100345.2,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
706,100595.8,8,832,1005,,,,,,,9,828,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
707,100637.1,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
708,100885.3,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
709,100931.4,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
710,101011.9,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
711,101052.1,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
712,101092.2,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
713,101220.0,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
714,101266.8,8,832,1004,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
715,101761.2,8,832,1005,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
716,101843.9,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
717,102220.9,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
718,102267.4,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,838,,,,,,,,,,,,,,,
719,102677.2,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
720,102800.1,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
721,102884.0,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
722,103053.0,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
723,103135.8,8,832,1004,,,,,,,9,828,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
724,103219.8,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
725,103300.0,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
726,103428.3,8,832,1005,,,,,,,9,828,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
727,103552.3,8,833,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
728,103635.8,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
729,103676.1,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
730,103884.8,8,832,1005,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
731,103930.5,8,832,1005,,,,,,,9,828,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
732,104217.3,8,832,1004,,,,,,,9,829,836,,,,,,,7,993,839,,,,,,,,,,,,,,,
733,104385.1,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
734,104553.2,8,832,1005,,,,,,,9,829,837,,,,,,,7,994,839,,,,,,,,,,,,,,,
735,104599.2,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
736,104925.3,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
737,105051.9,8,832,1004,,,,,,,9,829,837,,,,,,,7,993,839,,,,,,,,,,,,,,,
